"FishID","2013-02-07","2013-02-08","2013-02-09","2013-02-10","2013-02-11","2013-02-12","2013-02-13","2013-02-14","2013-02-15","2013-02-16","2013-02-17","2013-02-18","2013-02-19","2013-02-20","2013-02-21","2013-02-22","2013-02-23","2013-02-24","2013-02-25","2013-02-26","2013-02-27","2013-02-28","2013-03-01","2013-03-02","2013-03-03","2013-03-04","2013-03-05","2013-03-06","2013-03-07","2013-03-08","2013-03-09","2013-03-10","2013-03-11","2013-03-12","2013-03-13","2013-03-14","2013-03-15","2013-03-16","2013-03-17","2013-03-18","2013-03-19","2013-03-20","2013-03-21","2013-03-22","2013-03-23","2013-03-24","2013-03-25","2013-03-26","2013-03-27","2013-03-28","2013-03-29","2013-03-30","2013-03-31","2013-04-01","2013-04-02","2013-04-03","2013-04-04","2013-04-05","2013-04-06","2013-04-07","2013-04-08","2013-04-09","2013-04-10","2013-04-11","2013-04-12","2013-04-13","2013-04-14","2013-04-15","2013-04-16","2013-04-17","2013-04-18","2013-04-19","2013-04-20","2013-04-21","2013-04-22","2013-04-23","2013-04-24","2013-04-25","2013-04-26","2013-04-27","2013-04-28","2013-04-29","2013-04-30","2013-05-01","2013-05-02","2013-05-03","2013-05-04","2013-05-05","2013-05-06","2013-05-07","2013-05-08","2013-05-09","2013-05-10","2013-05-11","2013-05-12","2013-05-13","2013-05-14","2013-05-15","2013-05-16","2013-05-17","2013-05-18","2013-05-19"
"FR2013-280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6309.36,17821.03,44935.86,21734.47,21734.47,9591.53,20781.52,15605.61,17489.565,17489.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MC2013-008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6031.08,19778.61,30447.53,55878.35,30535.8,46736.55,38104.43,19372.64,16551.48,16551.48,53060.47,13630.708,13630.708,13630.708,13630.708,13630.708,28332.26,28332.26
"Tisdale2013-022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38104.43,52475.6,19661.72,33398.75,11058.1333333333,11058.1333333333,11058.1333333333,17489.565,17489.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tisdale2013-063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21035.27,36441.8,52764.68,31932.79,25884.64,17489.565,17489.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tisdale2013-067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21035.27,36441.8,52764.68,23807.23,28239.74,28539.82,12394.46,7724.154,7724.154,7724.154,7724.154,7724.154,NA,NA,NA,NA,NA,NA,NA,NA
"Tisdale2013-175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21035.27,17069.16,52475.6,40609.13,12451.34,33174.4,8744.7825,8744.7825,8744.7825,8744.7825,NA,NA,NA,NA,NA,NA,NA,NA
"Tisdale2013-179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21035.27,36441.8,33102.96,19661.72,20947.41,3105.3,6589.81,10152.89,13059.52,8689.84,17489.565,17489.565,NA,NA,NA,NA,NA,NA
"Tisdale2013-180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21035.27,17069.16,19372.64,52764.68,23807.23,9591.53,10390.76,10390.76,15605.61,11659.71,11659.71,11659.71,NA,NA,NA,NA,NA,NA
"Tisdale2013-182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21035.27,36441.8,33102.96,43468.94,9591.53,33174.4,17489.565,17489.565,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA
"WR2013-034",7239.42,59887.54,59887.54,31569.74,31569.74,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,1413.74236842105,38745.78,98570.8,53060.47,10886.56,10886.56,11401.28,17489.565,17489.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2013-050",7239.42,23250.71,96524.36,15223.765,15223.765,5448.65833333333,5448.65833333333,5448.65833333333,5448.65833333333,5448.65833333333,5448.65833333333,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,1732.97451612903,38745.78,46095.2,72137.32,33398.75,33174.4,34979.13,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2013-066",15777.56,14712.57,64494.86,62477.04,16345.975,16345.975,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,724.5753125,69281.58,46095.2,72137.32,23807.23,34010.21,11659.71,11659.71,11659.71,56664.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2013-093",NA,15777.56,79207.43,32029.51,30447.53,32691.95,5796.6025,5796.6025,5796.6025,5796.6025,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,898.111764705882,38745.78,46095.2,72137.32,23807.23,22608.93,11401.28,13010.44,15724.21,15724.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2013-110",15777.56,14712.57,96524.36,63139.48,53722.21,19372.89,19372.89,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,2711.48235294118,52475.6,19661.72,33398.75,10886.56,10886.56,15460.1366666667,15460.1366666667,15460.1366666667,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2013-147",NA,7239.42,87745.57,32029.51,30447.53,32691.95,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,681.953235294118,30535.8,64345.505,64345.505,18842.3866666667,18842.3866666667,18842.3866666667,11659.71,11659.71,11659.71,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,4047.46571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2013-148",7239.42,23250.71,64494.86,32029.51,30447.53,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,908.109722222222,11593.205,11593.205,30535.8,104213.61,52764.68,50827.26,1448.20666666667,1448.20666666667,1448.20666666667,11401.28,34979.13,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
