"","date","sac","inund_days"
"1853",1989-02-26,12900,0
"1854",1989-02-27,12000,0
"1855",1989-02-28,11100,0
"1856",1989-03-01,13000,0
"1857",1989-03-02,17000,0
"1858",1989-03-03,20800,0
"1859",1989-03-04,26300,0
"1860",1989-03-05,26200,0
"1861",1989-03-06,21900,0
"1862",1989-03-07,23500,0
"1863",1989-03-08,27500,0
"1864",1989-03-09,27400,0
"1865",1989-03-10,36800,0
"1866",1989-03-11,52900,0
"1867",1989-03-12,59600,1
"1868",1989-03-13,61000,2
"1869",1989-03-14,60200,3
"1870",1989-03-15,57500,0
"1871",1989-03-16,51300,0
"1872",1989-03-17,44700,0
"1873",1989-03-18,40500,0
"1874",1989-03-19,42100,0
"1875",1989-03-20,46900,0
"1876",1989-03-21,46200,0
"1877",1989-03-22,42200,0
"1878",1989-03-23,37800,0
"1879",1989-03-24,37400,0
"1880",1989-03-25,49900,0
"1881",1989-03-26,69600,0
"1882",1989-03-27,73500,0
"1883",1989-03-28,64800,0
"1884",1989-03-29,60200,0
"1885",1989-03-30,55900,0
"1886",1989-03-31,50000,0
"1887",1989-04-01,43400,0
"1888",1989-04-02,37800,0
"1889",1989-04-03,35100,0
"1890",1989-04-04,32800,0
"1891",1989-04-05,30500,0
"1892",1989-04-06,28400,0
"1893",1989-04-07,26200,0
"1894",1989-04-08,23700,0
"1895",1989-04-09,22200,1
"1896",1989-04-10,21400,0
"1897",1989-04-11,21200,0
"1898",1989-04-12,20400,0
"1899",1989-04-13,19500,0
"1900",1989-04-14,17900,0
"1901",1989-04-15,17400,0
"1902",1989-04-16,16400,0
"1903",1989-04-17,17300,0
"1904",1989-04-18,15300,0
"1905",1989-04-19,14700,0
"1906",1989-04-20,14900,0
"1907",1989-04-21,14800,0
"1908",1989-04-22,15400,0
"1909",1989-04-23,15700,0
"1910",1989-04-24,16000,0
"1911",1989-04-25,16300,0
"1912",1989-04-26,17300,0
"1913",1989-04-27,17600,0
"1914",1989-04-28,17500,0
"1915",1989-04-29,16100,0
"1916",1989-04-30,15000,0
"1917",1989-05-01,13600,0
"1918",1989-05-02,11500,0
"1919",1989-05-03,9960,0
"1920",1989-05-04,9120,0
"1921",1989-05-05,9110,0
"1922",1989-05-06,8640,0
"1923",1989-05-07,8490,0
"1924",1989-05-08,8460,0
"1925",1989-05-09,10600,0
"1926",1989-05-10,13000,0
"1927",1989-05-11,14500,0
"1928",1989-05-12,15700,0
"1929",1989-05-13,14900,0
"1930",1989-05-14,13700,0
"1931",1989-05-15,15400,0
"1932",1989-05-16,17700,0
"1933",1989-05-17,15800,0
"1934",1989-05-18,15800,0
"1935",1989-05-19,15700,0
"1936",1989-05-20,14600,0
"1937",1989-05-21,13700,0
"1938",1989-05-22,15700,0
"1939",1989-05-23,18100,0
"1940",1989-05-24,18000,0
"1941",1989-05-25,16600,0
"1942",1989-05-26,15700,0
"1943",1989-05-27,15200,0
"1944",1989-05-28,15500,0
"1945",1989-05-29,14900,0
"1946",1989-05-30,14400,0
"1947",1989-05-31,13700,0
"1948",1989-06-01,13200,0
"1949",1989-06-02,11900,0
"1950",1989-06-03,12000,0
"1951",1989-06-04,13600,0
"1952",1989-06-05,14400,0
"1953",1989-06-06,14800,0
"1954",1989-06-07,15700,0
"1955",1989-06-08,15600,0
"1956",1989-06-09,15700,0
"1957",1989-06-10,15600,0
"1958",1989-06-11,14900,0
"1959",1989-06-12,14000,0
"1960",1989-06-13,12700,0
"1961",1989-06-14,11800,0
"1962",1989-06-15,12400,0
"1963",1989-06-16,13500,0
"1964",1989-06-17,13400,0
"1965",1989-06-18,13300,0
"1966",1989-06-19,14000,0
"1967",1989-06-20,14100,0
"1968",1989-06-21,13100,0
"1969",1989-06-22,12200,0
"1970",1989-06-23,11100,0
"1971",1989-06-24,11700,0
"1972",1989-06-25,12300,0
"1973",1989-06-26,12000,0
"1974",1989-06-27,11000,0
"1975",1989-06-28,11400,0
"1976",1989-06-29,12500,0
"1977",1989-06-30,14700,0
"1978",1989-07-01,16500,0
"1979",1989-07-02,17200,0
"1980",1989-07-03,17400,0
"1981",1989-07-04,17500,0
"1982",1989-07-05,17200,0
"1983",1989-07-06,15700,0
"1984",1989-07-07,14900,0
"1985",1989-07-08,14900,0
"1986",1989-07-09,15400,0
"1987",1989-07-10,15100,0
"1988",1989-07-11,15500,0
"1989",1989-07-12,17100,0
"1990",1989-07-13,17300,0
"1991",1989-07-14,17400,0
"1992",1989-07-15,16900,0
"1993",1989-07-16,17000,0
"1994",1989-07-17,17200,0
"1995",1989-07-18,17800,0
"1996",1989-07-19,19700,0
"1997",1989-07-20,20700,0
"1998",1989-07-21,21100,0
"1999",1989-07-22,22200,0
"2000",1989-07-23,22400,0
"2001",1989-07-24,22000,0
"2002",1989-07-25,21200,0
"2003",1989-07-26,21300,0
"2004",1989-07-27,22200,0
"2005",1989-07-28,22700,0
"2006",1989-07-29,23300,0
"2007",1989-07-30,23400,0
"2008",1989-07-31,21600,0
"2009",1989-08-01,22900,0
"2010",1989-08-02,22600,0
"2011",1989-08-03,22200,0
"2012",1989-08-04,21600,0
"2013",1989-08-05,21600,0
"2014",1989-08-06,21300,0
"2015",1989-08-07,21200,0
"2016",1989-08-08,21200,0
"2017",1989-08-09,21000,0
"2018",1989-08-10,21000,0
"2019",1989-08-11,20400,0
"2020",1989-08-12,19400,0
"2021",1989-08-13,19000,0
"2022",1989-08-14,19200,0
"2023",1989-08-15,19000,0
"2024",1989-08-16,17800,0
"2025",1989-08-17,18000,0
"2026",1989-08-18,18400,0
"2027",1989-08-19,17300,0
"2028",1989-08-20,17200,0
"2029",1989-08-21,16800,0
"2030",1989-08-22,16300,0
"2031",1989-08-23,16500,0
"2032",1989-08-24,15700,0
"2033",1989-08-25,14900,0
"2034",1989-08-26,14300,0
"2035",1989-08-27,14500,0
"2036",1989-08-28,14700,0
"2037",1989-08-29,14000,0
"2038",1989-08-30,14400,0
"2039",1989-08-31,13500,0
"2040",1989-09-01,13100,0
"2041",1989-09-02,13700,0
"2042",1989-09-03,13500,0
"2043",1989-09-04,13400,0
"2044",1989-09-05,13300,0
"2045",1989-09-06,13200,0
"2046",1989-09-07,16200,0
"2047",1989-09-08,14800,0
"2048",1989-09-09,16100,0
"2049",1989-09-10,17100,0
"2050",1989-09-11,17500,0
"2051",1989-09-12,17200,0
"2052",1989-09-13,16800,0
"2053",1989-09-14,16200,0
"2054",1989-09-15,15500,0
"2055",1989-09-16,16300,0
"2056",1989-09-17,18300,0
"2057",1989-09-18,19900,0
"2058",1989-09-19,21400,0
"2059",1989-09-20,24300,0
"2060",1989-09-21,23100,1
"2061",1989-09-22,20100,0
"2062",1989-09-23,17800,0
"2063",1989-09-24,17300,0
"2064",1989-09-25,16300,0
"2065",1989-09-26,15500,0
"2066",1989-09-27,14900,0
"2067",1989-09-28,14000,0
"2068",1989-09-29,13800,0
"2069",1989-09-30,13300,0
"2070",1989-10-01,12400,0
"2071",1989-10-02,12000,0
"2072",1989-10-03,11800,0
"2073",1989-10-04,11200,0
"2074",1989-10-05,11200,0
"2075",1989-10-06,10800,0
"2076",1989-10-07,11700,0
"2077",1989-10-08,12300,0
"2078",1989-10-09,12300,0
"2079",1989-10-10,12200,0
"2080",1989-10-11,12700,0
"2081",1989-10-12,14100,0
"2082",1989-10-13,14900,0
"2083",1989-10-14,15000,0
"2084",1989-10-15,15500,0
"2085",1989-10-16,14700,0
"2086",1989-10-17,14300,0
"2087",1989-10-18,14200,0
"2088",1989-10-19,14400,0
"2089",1989-10-20,14500,0
"2090",1989-10-21,15500,0
"2091",1989-10-22,15700,0
"2092",1989-10-23,16300,0
"2093",1989-10-24,17900,0
"2094",1989-10-25,19800,0
"2095",1989-10-26,21100,0
"2096",1989-10-27,20600,0
"2097",1989-10-28,17300,0
"2098",1989-10-29,13800,0
"2099",1989-10-30,11600,0
"2100",1989-10-31,10700,0
"2101",1989-11-01,11200,0
"2102",1989-11-02,11800,0
"2103",1989-11-03,12500,0
"2104",1989-11-04,12500,0
"2105",1989-11-05,13400,0
"2106",1989-11-06,13900,0
"2107",1989-11-07,13900,0
"2108",1989-11-08,13800,0
"2109",1989-11-09,13600,0
"2110",1989-11-10,13500,0
"2111",1989-11-11,13400,0
"2112",1989-11-12,13600,0
"2113",1989-11-13,14500,0
"2114",1989-11-14,14900,0
"2115",1989-11-15,15300,0
"2116",1989-11-16,15300,0
"2117",1989-11-17,15600,0
"2118",1989-11-18,16200,0
"2119",1989-11-19,16400,0
"2120",1989-11-20,16400,0
"2121",1989-11-21,16300,0
"2122",1989-11-22,16100,0
"2123",1989-11-23,15700,0
"2124",1989-11-24,15400,0
"2125",1989-11-25,15700,0
"2126",1989-11-26,17400,0
"2127",1989-11-27,17700,0
"2128",1989-11-28,17300,0
"2129",1989-11-29,16100,0
"2130",1989-11-30,15500,0
"2131",1989-12-01,15200,0
"2132",1989-12-02,14600,0
"2133",1989-12-03,14800,0
"2134",1989-12-04,15300,0
"2135",1989-12-05,15500,0
"2136",1989-12-06,15500,0
"2137",1989-12-07,16000,0
"2138",1989-12-08,17000,0
"2139",1989-12-09,17700,0
"2140",1989-12-10,18000,0
"2141",1989-12-11,17700,0
"2142",1989-12-12,16600,0
"2143",1989-12-13,16000,0
"2144",1989-12-14,15600,0
"2145",1989-12-15,15400,0
"2146",1989-12-16,15200,0
"2147",1989-12-17,15000,0
"2148",1989-12-18,14700,0
"2149",1989-12-19,14400,0
"2150",1989-12-20,14000,0
"2151",1989-12-21,13900,0
"2152",1989-12-22,13900,0
"2153",1989-12-23,13900,0
"2154",1989-12-24,13800,0
"2155",1989-12-25,13900,0
"2156",1989-12-26,13700,0
"2157",1989-12-27,14000,0
"2158",1989-12-28,15400,0
"2159",1989-12-29,16500,0
"2160",1989-12-30,17000,0
"2161",1989-12-31,17100,0
"2162",1990-01-01,16900,0
"2163",1990-01-02,17000,0
"2164",1990-01-03,15900,0
"2165",1990-01-04,15500,0
"2166",1990-01-05,14900,0
"2167",1990-01-06,14500,0
"2168",1990-01-07,14900,0
"2169",1990-01-08,15900,0
"2170",1990-01-09,17000,0
"2171",1990-01-10,23500,0
"2172",1990-01-11,24500,0
"2173",1990-01-12,20700,1
"2174",1990-01-13,21600,0
"2175",1990-01-14,26300,0
"2176",1990-01-15,34200,0
"2177",1990-01-16,36900,0
"2178",1990-01-17,32000,0
"2179",1990-01-18,28500,0
"2180",1990-01-19,25600,0
"2181",1990-01-20,21900,0
"2182",1990-01-21,18900,0
"2183",1990-01-22,16700,0
"2184",1990-01-23,14900,0
"2185",1990-01-24,14100,0
"2186",1990-01-25,13200,0
"2187",1990-01-26,12400,0
"2188",1990-01-27,12300,0
"2189",1990-01-28,11700,0
"2190",1990-01-29,11200,0
"2191",1990-01-30,10900,0
"2192",1990-01-31,11700,0
"2193",1990-02-01,12400,0
"2194",1990-02-02,13700,0
"2195",1990-02-03,13500,0
"2196",1990-02-04,14200,0
"2197",1990-02-05,14700,0
"2198",1990-02-06,15200,0
"2199",1990-02-07,15700,0
"2200",1990-02-08,15100,0
"2201",1990-02-09,14300,0
"2202",1990-02-10,13300,0
"2203",1990-02-11,12500,0
"2204",1990-02-12,11900,0
"2205",1990-02-13,11600,0
"2206",1990-02-14,11600,0
"2207",1990-02-15,10600,0
"2208",1990-02-16,11600,0
"2209",1990-02-17,17300,0
"2210",1990-02-18,19100,0
"2211",1990-02-19,18000,0
"2212",1990-02-20,16300,0
"2213",1990-02-21,14700,0
"2214",1990-02-22,13900,0
"2215",1990-02-23,13500,0
"2216",1990-02-24,13200,0
"2217",1990-02-25,12800,0
"2218",1990-02-26,12200,0
"2219",1990-02-27,12000,0
"2220",1990-02-28,11600,0
"2221",1990-03-01,11600,0
"2222",1990-03-02,11600,0
"2223",1990-03-03,11800,0
"2224",1990-03-04,11900,0
"2225",1990-03-05,14300,0
"2226",1990-03-06,16800,0
"2227",1990-03-07,17600,0
"2228",1990-03-08,17200,0
"2229",1990-03-09,15300,0
"2230",1990-03-10,13800,0
"2231",1990-03-11,13900,0
"2232",1990-03-12,14500,0
"2233",1990-03-13,15200,0
"2234",1990-03-14,14700,0
"2235",1990-03-15,13300,0
"2236",1990-03-16,12600,0
"2237",1990-03-17,11700,0
"2238",1990-03-18,11400,0
"2239",1990-03-19,11200,0
"2240",1990-03-20,10800,0
"2241",1990-03-21,10400,0
"2242",1990-03-22,10600,0
"2243",1990-03-23,11000,0
"2244",1990-03-24,11000,0
"2245",1990-03-25,11300,0
"2246",1990-03-26,11900,0
"2247",1990-03-27,11400,0
"2248",1990-03-28,12100,0
"2249",1990-03-29,12600,0
"2250",1990-03-30,12500,0
"2251",1990-03-31,12900,0
"2252",1990-04-01,13400,0
"2253",1990-04-02,14000,0
"2254",1990-04-03,13900,0
"2255",1990-04-04,12900,0
"2256",1990-04-05,13400,0
"2257",1990-04-06,15000,0
"2258",1990-04-07,15800,0
"2259",1990-04-08,15900,0
"2260",1990-04-09,16000,0
"2261",1990-04-10,16200,0
"2262",1990-04-11,16900,0
"2263",1990-04-12,17600,0
"2264",1990-04-13,17300,0
"2265",1990-04-14,17000,0
"2266",1990-04-15,17900,0
"2267",1990-04-16,18200,0
"2268",1990-04-17,18100,0
"2269",1990-04-18,17700,0
"2270",1990-04-19,17500,0
"2271",1990-04-20,17500,0
"2272",1990-04-21,16500,0
"2273",1990-04-22,15500,0
"2274",1990-04-23,15200,0
"2275",1990-04-24,15600,0
"2276",1990-04-25,15000,0
"2277",1990-04-26,14700,0
"2278",1990-04-27,13600,0
"2279",1990-04-28,11200,0
"2280",1990-04-29,9490,0
"2281",1990-04-30,9150,0
"2282",1990-05-01,8010,0
"2283",1990-05-02,7410,0
"2284",1990-05-03,6870,0
"2285",1990-05-04,5980,0
"2286",1990-05-05,5380,0
"2287",1990-05-06,5370,0
"2288",1990-05-07,6010,0
"2289",1990-05-08,6000,0
"2290",1990-05-09,7300,0
"2291",1990-05-10,8440,0
"2292",1990-05-11,8820,0
"2293",1990-05-12,9460,0
"2294",1990-05-13,9600,0
"2295",1990-05-14,9610,0
"2296",1990-05-15,9710,0
"2297",1990-05-16,10300,0
"2298",1990-05-17,10300,0
"2299",1990-05-18,11100,0
"2300",1990-05-19,9780,0
"2301",1990-05-20,9820,0
"2302",1990-05-21,10400,0
"2303",1990-05-22,10800,0
"2304",1990-05-23,10700,0
"2305",1990-05-24,11900,0
"2306",1990-05-25,13000,0
"2307",1990-05-26,13900,0
"2308",1990-05-27,13500,0
"2309",1990-05-28,14800,0
"2310",1990-05-29,17300,0
"2311",1990-05-30,20400,0
"2312",1990-05-31,20500,0
"2313",1990-06-01,19300,0
"2314",1990-06-02,20600,0
"2315",1990-06-03,19000,0
"2316",1990-06-04,15900,0
"2317",1990-06-05,11800,0
"2318",1990-06-06,9800,0
"2319",1990-06-07,8840,0
"2320",1990-06-08,7860,0
"2321",1990-06-09,7880,0
"2322",1990-06-10,8330,0
"2323",1990-06-11,8020,0
"2324",1990-06-12,7480,0
"2325",1990-06-13,7420,0
"2326",1990-06-14,8200,0
"2327",1990-06-15,9170,0
"2328",1990-06-16,9840,0
"2329",1990-06-17,9300,0
"2330",1990-06-18,10300,0
"2331",1990-06-19,10600,0
"2332",1990-06-20,9930,0
"2333",1990-06-21,8890,0
"2334",1990-06-22,9460,0
"2335",1990-06-23,10400,0
"2336",1990-06-24,10600,0
"2337",1990-06-25,10400,0
"2338",1990-06-26,9680,0
"2339",1990-06-27,8660,0
"2340",1990-06-28,8730,0
"2341",1990-06-29,8870,0
"2342",1990-06-30,10300,0
"2343",1990-07-01,11800,0
"2344",1990-07-02,12600,0
"2345",1990-07-03,12200,0
"2346",1990-07-04,12300,0
"2347",1990-07-05,11800,0
"2348",1990-07-06,11200,0
"2349",1990-07-07,11200,0
"2350",1990-07-08,11000,0
"2351",1990-07-09,11200,0
"2352",1990-07-10,12500,0
"2353",1990-07-11,14100,0
"2354",1990-07-12,14300,0
"2355",1990-07-13,13400,0
"2356",1990-07-14,12600,0
"2357",1990-07-15,13100,0
"2358",1990-07-16,13900,0
"2359",1990-07-17,14400,0
"2360",1990-07-18,14500,0
"2361",1990-07-19,14800,0
"2362",1990-07-20,15100,0
"2363",1990-07-21,15100,0
"2364",1990-07-22,15000,0
"2365",1990-07-23,15200,0
"2366",1990-07-24,15100,0
"2367",1990-07-25,14900,0
"2368",1990-07-26,14700,0
"2369",1990-07-27,14000,0
"2370",1990-07-28,14100,0
"2371",1990-07-29,14100,0
"2372",1990-07-30,14200,0
"2373",1990-07-31,14300,0
"2374",1990-08-01,14400,0
"2375",1990-08-02,14400,0
"2376",1990-08-03,14900,0
"2377",1990-08-04,14700,0
"2378",1990-08-05,15400,0
"2379",1990-08-06,16000,0
"2380",1990-08-07,14900,0
"2381",1990-08-08,14300,0
"2382",1990-08-09,13900,0
"2383",1990-08-10,14200,0
"2384",1990-08-11,14300,0
"2385",1990-08-12,14100,0
"2386",1990-08-13,13700,0
"2387",1990-08-14,13300,0
"2388",1990-08-15,13800,0
"2389",1990-08-16,14200,0
"2390",1990-08-17,14400,0
"2391",1990-08-18,14500,0
"2392",1990-08-19,14700,0
"2393",1990-08-20,14000,0
"2394",1990-08-21,13800,0
"2395",1990-08-22,13200,0
"2396",1990-08-23,12700,0
"2397",1990-08-24,12600,0
"2398",1990-08-25,13100,0
"2399",1990-08-26,12700,0
"2400",1990-08-27,12500,0
"2401",1990-08-28,12700,0
"2402",1990-08-29,12500,0
"2403",1990-08-30,12500,0
"2404",1990-08-31,12600,0
"2405",1990-09-01,12300,0
"2406",1990-09-02,12100,0
"2407",1990-09-03,11400,0
"2408",1990-09-04,11900,0
"2409",1990-09-05,12000,0
"2410",1990-09-06,11900,0
"2411",1990-09-07,11900,0
"2412",1990-09-08,12000,0
"2413",1990-09-09,12000,0
"2414",1990-09-10,11100,0
"2415",1990-09-11,11300,0
"2416",1990-09-12,11100,0
"2417",1990-09-13,11100,0
"2418",1990-09-14,10900,0
"2419",1990-09-15,10300,0
"2420",1990-09-16,9900,0
"2421",1990-09-17,9380,0
"2422",1990-09-18,8880,0
"2423",1990-09-19,8800,0
"2424",1990-09-20,8830,0
"2425",1990-09-21,8070,0
"2426",1990-09-22,8470,0
"2427",1990-09-23,8060,0
"2428",1990-09-24,7880,0
"2429",1990-09-25,7560,0
"2430",1990-09-26,7850,0
"2431",1990-09-27,8210,0
"2432",1990-09-28,8710,0
"2433",1990-09-29,8710,0
"2434",1990-09-30,8270,0
"2435",1990-10-01,7880,0
"2436",1990-10-02,7940,0
"2437",1990-10-03,7640,0
"2438",1990-10-04,7070,0
"2439",1990-10-05,7080,0
"2440",1990-10-06,7430,0
"2441",1990-10-07,7290,0
"2442",1990-10-08,7240,0
"2443",1990-10-09,7040,0
"2444",1990-10-10,7050,0
"2445",1990-10-11,7690,0
"2446",1990-10-12,7950,0
"2447",1990-10-13,7890,0
"2448",1990-10-14,7790,0
"2449",1990-10-15,7690,0
"2450",1990-10-16,7410,0
"2451",1990-10-17,6940,0
"2452",1990-10-18,6680,0
"2453",1990-10-19,7290,0
"2454",1990-10-20,7210,0
"2455",1990-10-21,7250,0
"2456",1990-10-22,6780,0
"2457",1990-10-23,7060,0
"2458",1990-10-24,7860,0
"2459",1990-10-25,8030,0
"2460",1990-10-26,8380,0
"2461",1990-10-27,8510,0
"2462",1990-10-28,8670,0
"2463",1990-10-29,8690,0
"2464",1990-10-30,8590,0
"2465",1990-10-31,8210,0
"2466",1990-11-01,8470,0
"2467",1990-11-02,8170,0
"2468",1990-11-03,8160,0
"2469",1990-11-04,8440,0
"2470",1990-11-05,8490,0
"2471",1990-11-06,9170,0
"2472",1990-11-07,7770,0
"2473",1990-11-08,8200,0
"2474",1990-11-09,8400,0
"2475",1990-11-10,8090,0
"2476",1990-11-11,7630,0
"2477",1990-11-12,6780,0
"2478",1990-11-13,6910,0
"2479",1990-11-14,7130,0
"2480",1990-11-15,7240,0
"2481",1990-11-16,7200,0
"2482",1990-11-17,7230,0
"2483",1990-11-18,7390,0
"2484",1990-11-19,7110,0
"2485",1990-11-20,7390,0
"2486",1990-11-21,7550,0
"2487",1990-11-22,7250,0
"2488",1990-11-23,7300,0
"2489",1990-11-24,7580,0
"2490",1990-11-25,7400,0
"2491",1990-11-26,8780,0
"2492",1990-11-27,8160,0
"2493",1990-11-28,7840,0
"2494",1990-11-29,7410,0
"2495",1990-11-30,7040,0
"2496",1990-12-01,7070,0
"2497",1990-12-02,7210,0
"2498",1990-12-03,8890,0
"2499",1990-12-04,10300,0
"2500",1990-12-05,11100,0
"2501",1990-12-06,11500,0
"2502",1990-12-07,11300,0
"2503",1990-12-08,11300,0
"2504",1990-12-09,11400,0
"2505",1990-12-10,11500,0
"2506",1990-12-11,12400,0
"2507",1990-12-12,12200,0
"2508",1990-12-13,12100,0
"2509",1990-12-14,11900,0
"2510",1990-12-15,11500,0
"2511",1990-12-16,12100,0
"2512",1990-12-17,11900,0
"2513",1990-12-18,11400,0
"2514",1990-12-19,11300,0
"2515",1990-12-20,12100,0
"2516",1990-12-21,11300,0
"2517",1990-12-22,10700,0
"2518",1990-12-23,10900,0
"2519",1990-12-24,10400,0
"2520",1990-12-25,10500,0
"2521",1990-12-26,10500,0
"2522",1990-12-27,10300,0
"2523",1990-12-28,9920,0
"2524",1990-12-29,10300,0
"2525",1990-12-30,10100,0
"2526",1990-12-31,9980,0
"2527",1991-01-01,10200,0
"2528",1991-01-02,10300,0
"2529",1991-01-03,10300,0
"2530",1991-01-04,10300,0
"2531",1991-01-05,10600,0
"2532",1991-01-06,10400,0
"2533",1991-01-07,10300,0
"2534",1991-01-08,10400,0
"2535",1991-01-09,10000,0
"2536",1991-01-10,10200,0
"2537",1991-01-11,10000,0
"2538",1991-01-12,9720,0
"2539",1991-01-13,9490,0
"2540",1991-01-14,9260,0
"2541",1991-01-15,9100,0
"2542",1991-01-16,9140,0
"2543",1991-01-17,9250,0
"2544",1991-01-18,8920,0
"2545",1991-01-19,9000,0
"2546",1991-01-20,9140,0
"2547",1991-01-21,8490,0
"2548",1991-01-22,8350,0
"2549",1991-01-23,8460,0
"2550",1991-01-24,8020,0
"2551",1991-01-25,7580,0
"2552",1991-01-26,7150,0
"2553",1991-01-27,7080,0
"2554",1991-01-28,7070,0
"2555",1991-01-29,6790,0
"2556",1991-01-30,6930,0
"2557",1991-01-31,6560,0
"2558",1991-02-01,6550,0
"2559",1991-02-02,8080,0
"2560",1991-02-03,9110,0
"2561",1991-02-04,9270,0
"2562",1991-02-05,12500,0
"2563",1991-02-06,12900,0
"2564",1991-02-07,12500,0
"2565",1991-02-08,11600,0
"2566",1991-02-09,10100,0
"2567",1991-02-10,8960,0
"2568",1991-02-11,8150,0
"2569",1991-02-12,7600,0
"2570",1991-02-13,7260,0
"2571",1991-02-14,7010,0
"2572",1991-02-15,7230,0
"2573",1991-02-16,7010,0
"2574",1991-02-17,7560,0
"2575",1991-02-18,7450,0
"2576",1991-02-19,7280,0
"2577",1991-02-20,6960,0
"2578",1991-02-21,6710,0
"2579",1991-02-22,6680,0
"2580",1991-02-23,6970,0
"2581",1991-02-24,6500,0
"2582",1991-02-25,6300,0
"2583",1991-02-26,6030,0
"2584",1991-02-27,6600,0
"2585",1991-02-28,6860,0
"2586",1991-03-01,8300,0
"2587",1991-03-02,10400,0
"2588",1991-03-03,11400,0
"2589",1991-03-04,15500,0
"2590",1991-03-05,31600,0
"2591",1991-03-06,37900,0
"2592",1991-03-07,34900,0
"2593",1991-03-08,27500,0
"2594",1991-03-09,21200,0
"2595",1991-03-10,16600,0
"2596",1991-03-11,14900,0
"2597",1991-03-12,13000,0
"2598",1991-03-13,15300,0
"2599",1991-03-14,25400,0
"2600",1991-03-15,31900,0
"2601",1991-03-16,29300,0
"2602",1991-03-17,25400,0
"2603",1991-03-18,22400,0
"2604",1991-03-19,20200,0
"2605",1991-03-20,23900,0
"2606",1991-03-21,26500,0
"2607",1991-03-22,26700,0
"2608",1991-03-23,23200,0
"2609",1991-03-24,22200,0
"2610",1991-03-25,30600,0
"2611",1991-03-26,39100,0
"2612",1991-03-27,46900,0
"2613",1991-03-28,45400,0
"2614",1991-03-29,39700,0
"2615",1991-03-30,33200,0
"2616",1991-03-31,27900,0
"2617",1991-04-01,24700,0
"2618",1991-04-02,21700,1
"2619",1991-04-03,18400,0
"2620",1991-04-04,16700,0
"2621",1991-04-05,15300,0
"2622",1991-04-06,14200,0
"2623",1991-04-07,13600,0
"2624",1991-04-08,13500,0
"2625",1991-04-09,13400,0
"2626",1991-04-10,13300,0
"2627",1991-04-11,11800,0
"2628",1991-04-12,10600,0
"2629",1991-04-13,10800,0
"2630",1991-04-14,9740,0
"2631",1991-04-15,9250,0
"2632",1991-04-16,8850,0
"2633",1991-04-17,8710,0
"2634",1991-04-18,8600,0
"2635",1991-04-19,8260,0
"2636",1991-04-20,7500,0
"2637",1991-04-21,7360,0
"2638",1991-04-22,7650,0
"2639",1991-04-23,7390,0
"2640",1991-04-24,7570,0
"2641",1991-04-25,7220,0
"2642",1991-04-26,6910,0
"2643",1991-04-27,6560,0
"2644",1991-04-28,6310,0
"2645",1991-04-29,5760,0
"2646",1991-04-30,4730,0
"2647",1991-05-01,5360,0
"2648",1991-05-02,5180,0
"2649",1991-05-03,6410,0
"2650",1991-05-04,6960,0
"2651",1991-05-05,7470,0
"2652",1991-05-06,6960,0
"2653",1991-05-07,7070,0
"2654",1991-05-08,6510,0
"2655",1991-05-09,7310,0
"2656",1991-05-10,6700,0
"2657",1991-05-11,5830,0
"2658",1991-05-12,6240,0
"2659",1991-05-13,5300,0
"2660",1991-05-14,6250,0
"2661",1991-05-15,6900,0
"2662",1991-05-16,7090,0
"2663",1991-05-17,8420,0
"2664",1991-05-18,9380,0
"2665",1991-05-19,8650,0
"2666",1991-05-20,8430,0
"2667",1991-05-21,8440,0
"2668",1991-05-22,8010,0
"2669",1991-05-23,7410,0
"2670",1991-05-24,7430,0
"2671",1991-05-25,7470,0
"2672",1991-05-26,7970,0
"2673",1991-05-27,8280,0
"2674",1991-05-28,8460,0
"2675",1991-05-29,8350,0
"2676",1991-05-30,8390,0
"2677",1991-05-31,8660,0
"2678",1991-06-01,9630,0
"2679",1991-06-02,9360,0
"2680",1991-06-03,9610,0
"2681",1991-06-04,9210,0
"2682",1991-06-05,8380,0
"2683",1991-06-06,8260,0
"2684",1991-06-07,8400,0
"2685",1991-06-08,7440,0
"2686",1991-06-09,7270,0
"2687",1991-06-10,7660,0
"2688",1991-06-11,8220,0
"2689",1991-06-12,9020,0
"2690",1991-06-13,10400,0
"2691",1991-06-14,10300,0
"2692",1991-06-15,9850,0
"2693",1991-06-16,9390,0
"2694",1991-06-17,9450,0
"2695",1991-06-18,8830,0
"2696",1991-06-19,8790,0
"2697",1991-06-20,8490,0
"2698",1991-06-21,7800,0
"2699",1991-06-22,7660,0
"2700",1991-06-23,7710,0
"2701",1991-06-24,8510,0
"2702",1991-06-25,9230,0
"2703",1991-06-26,9070,0
"2704",1991-06-27,9520,0
"2705",1991-06-28,9430,0
"2706",1991-06-29,10300,0
"2707",1991-06-30,10700,0
"2708",1991-07-01,10900,0
"2709",1991-07-02,10900,0
"2710",1991-07-03,10500,0
"2711",1991-07-04,10000,0
"2712",1991-07-05,9450,0
"2713",1991-07-06,9150,0
"2714",1991-07-07,9260,0
"2715",1991-07-08,9300,0
"2716",1991-07-09,9830,0
"2717",1991-07-10,10100,0
"2718",1991-07-11,10700,0
"2719",1991-07-12,10800,0
"2720",1991-07-13,10400,0
"2721",1991-07-14,9750,0
"2722",1991-07-15,8940,0
"2723",1991-07-16,8810,0
"2724",1991-07-17,8590,0
"2725",1991-07-18,8740,0
"2726",1991-07-19,8200,0
