FishID,TagID,travel_time,Release_Group_SAIL,Year,Route,TagType,tt.grp,River_temp
349.YBUS,39244,8.208078704,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
35.MJ,4858,12.97172454,Tidal Delta,2013,Yolo,Vemco,Chips,14.8
35.YBUS,36459,14.14799769,Middle Sacramento River,2016,SacR,Vemco,Chips,12.1
350.YBUS,39245,2.324201389,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
351.YBUS,39246,2.480462963,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
352.YBUS,39248,1.988055556,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
353.YBUS,39249,5.584305556,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.6
354.YBUS,39250,2.429641204,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
355.YBUS,39253,6.520300926,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.6
356.YBUS,39255,10.11336806,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
357.YBUS,39256,5.934907407,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
358.YBUS,39257,2.437060185,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
359.YBUS,39258,4.057615741,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
36.MJ,4861,9.859351852,Tidal Delta,2013,Yolo,Vemco,Chips,14.8
36.YBUS,36465,16.18929398,Middle Sacramento River,2016,SacR,Vemco,Chips,12.1
360.YBUS,39259,5.500949074,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
361.YBUS,39260,8.018715278,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
362.YBUS,39261,1.823020833,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
363.YBUS,39262,2.29119213,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
364.YBUS,39263,10.57483796,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.5
365.YBUS,39264,1.845034722,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
366.YBUS,39265,4.417233796,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.5
367.YBUS,39267,1.76162037,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.5
368.YBUS,39269,3.694131944,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
369.YBUS,39271,4.391655093,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.5
37.MJ,5782,24.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
37.YBUS,36467,5.897777778,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,12.1
370.YBUS,39272,3.763414352,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
371.YBUS,39273,2.774583333,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
372.YBUS,39275,6.324814815,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
373.YBUS,39276,6.283414352,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
374.YBUS,39281,2.807696759,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
375.YBUS,39284,5.620775463,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
376.YBUS,39285,5.726342593,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
377.YBUS,39288,5.719918981,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.6
378.YBUS,39291,7.822696759,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.6
379.YBUS,39292,2.990486111,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
38.MJ,5784,15.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
38.YBUS,36474,7.513888889,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
380.YBUS,39293,2.777071759,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
381.YBUS,39294,2.896747685,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
382.YBUS,39295,3.277638889,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
383.YBUS,39298,2.843530093,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
384.YBUS,39299,5.815706019,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
385.YBUS,39303,5.344351852,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
386.YBUS,39304,6.098043981,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
387.YBUS,39305,5.009768519,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
388.YBUS,39306,4.090833333,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
389.YBUS,39310,4.909143519,Middle Sacramento River,2016,SacR,Vemco,Chips,14
39.MJ,5788,16.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
39.YBUS,36479,5.16224537,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
390.YBUS,39314,5.996550926,Middle Sacramento River,2016,CenDel,Vemco,Chips,14
391.YBUS,39316,3.9209375,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14
392.YBUS,39319,5.97974537,Middle Sacramento River,2016,SacR,Vemco,Chips,14
393.YBUS,39320,4.378043981,Middle Sacramento River,2016,SacR,Vemco,Chips,14
394.YBUS,39321,5.998865741,Middle Sacramento River,2016,CenDel,Vemco,Chips,14
395.YBUS,39322,4.876006944,Middle Sacramento River,2016,SacR,Vemco,Chips,14
396.YBUS,39323,3.353888889,Middle Sacramento River,2016,SacR,Vemco,Chips,14
397.YBUS,39325,3.339548611,Middle Sacramento River,2016,SacR,Vemco,Chips,14
398.YBUS,39326,3.880752315,Middle Sacramento River,2016,SacR,Vemco,Chips,14
399.YBUS,39328,5.396215278,Middle Sacramento River,2016,SacR,Vemco,Chips,14
4.MJ,2058,12.92440972,Tidal Delta,2012,Yolo,Vemco,Chips,13.8
4.YBUS,36345,7.19337963,Middle Sacramento River,2016,SacR,Vemco,Chips,11
40.MJ,5797,15.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
40.YBUS,36481,6.35900463,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.4
400.YBUS,39329,3.305636574,Middle Sacramento River,2016,SacR,Vemco,Chips,14
401.YBUS,39330,5.475925926,Middle Sacramento River,2016,SacR,Vemco,Chips,14
402.YBUS,39331,16.32258102,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14
403.YBUS,39332,3.936701389,Middle Sacramento River,2016,SacR,Vemco,Chips,14
404.YBUS,39334,5.890555556,Middle Sacramento River,2016,SacR,Vemco,Chips,14
405.YBUS,39335,5.437662037,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14
406.YBUS,39336,8.038553241,Middle Sacramento River,2016,SacR,Vemco,Chips,14
407.YBUS,39337,5.967175926,Middle Sacramento River,2016,SacR,Vemco,Chips,14
408.YBUS,39338,3.355162037,Middle Sacramento River,2016,SacR,Vemco,Chips,14
409.YBUS,39340,3.534641204,Middle Sacramento River,2016,SacR,Vemco,Chips,14
41.MJ,5798,14.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
41.YBUS,36482,9.566087963,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
410.YBUS,39343,6.135081019,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.4
411.YBUS,39349,3.693043981,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
412.YBUS,39351,3.575335648,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
413.YBUS,39354,13.42457176,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
414.YBUS,39357,3.566122685,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
415.YBUS,39361,10.33873843,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
416.YBUS,39362,4.180243056,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.4
417.YBUS,39365,8.020428241,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.4
418.YBUS,39366,4.32,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
419.YBUS,39368,17.01335648,Middle Sacramento River,2016,SacR,Vemco,Chips,14.4
42.MJ,5800,19.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
42.YBUS,36486,9.496168981,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
420.YBUS,39372,3.631377315,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.4
421.YBUS,39377,4.432592593,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.1
422.YBUS,39384,5.446423611,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
423.YBUS,39386,4.92375,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,14.1
424.YBUS,39389,4.025763889,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
425.YBUS,39390,4.387118056,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
426.YBUS,39401,8.56349537,Middle Sacramento River,2016,CenDel,Vemco,Chips,14.1
427.YBUS,39402,4.929270833,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
428.YBUS,39403,3.918912037,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
429.YBUS,39406,6.40275463,Middle Sacramento River,2016,CenDel,Vemco,Chips,14.1
43.MJ,5808,21.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
43.YBUS,36490,2.655810185,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
430.YBUS,39407,5.987997685,Middle Sacramento River,2016,SacR,Vemco,Chips,14.1
431.YBUS,39409,4.111215278,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13.5
432.YBUS,39411,8.817974537,Middle Sacramento River,2016,CenDel,Vemco,Chips,13.5
433.YBUS,39413,4.133391204,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
434.YBUS,39417,13.4121875,Middle Sacramento River,2016,CenDel,Vemco,Chips,13.5
435.YBUS,39419,4.372789352,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13.5
436.YBUS,39420,7.462685185,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13.5
437.YBUS,39427,7.18037037,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
438.YBUS,39428,6.724282407,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
439.YBUS,39431,10.91225694,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
44.MJ,5809,16.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
44.YBUS,36491,8.386342593,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
440.YBUS,39432,6.160659722,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13.5
441.YBUS,39433,4.640405093,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
442.YBUS,39434,14.48722222,Middle Sacramento River,2016,SacR,Vemco,Chips,13.5
443.YBUS,39436,6.922511574,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13.5
444.YBUS,39437,5.686238426,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13.5
445.YBUS,39444,3.97087963,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.2
446.YBUS,39447,6.248877315,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.6
447.YBUS,39449,3.674085648,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.2
448.YBUS,39452,3.762268519,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
449.YBUS,39456,3.647395833,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
45.MJ,5811,9.395833333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
45.YBUS,36493,3.502002315,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
450.YBUS,39461,6.970300926,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.2
451.YBUS,39462,3.627662037,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
452.YBUS,39465,5.798333333,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.2
453.YBUS,39466,6.8846875,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.2
454.YBUS,39467,3.0496875,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
455.YBUS,39468,3.519537037,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
456.YBUS,39471,3.619340278,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
457.YBUS,39473,7.304351852,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.6
458.YBUS,39474,4.573958333,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.6
459.YBUS,39475,3.439479167,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11.6
46.MJ,5814,20.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
46.YBUS,36497,7.617465278,Middle Sacramento River,2016,SacR,Vemco,Chips,11
460.YBUS,39477,3.050856481,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
461.YBUS,39478,3.592858796,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
462.YBUS,39479,3.204409722,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
463.YBUS,39481,4.295081019,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
464.YBUS,39482,3.377418981,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
465.YBUS,39483,5.476805556,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
466.YBUS,39484,4.869618056,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
467.YBUS,39487,3.448761574,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
468.YBUS,39488,4.351759259,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.2
469.YBUS,39491,4.992361111,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
47.MJ,5815,17.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
47.YBUS,36500,1.874606481,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
470.YBUS,39492,3.323078704,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
471.YBUS,39493,2.957569444,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
472.YBUS,39494,3.838229167,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
473.YBUS,39495,3.840231481,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
474.YBUS,39497,3.799016204,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
475.YBUS,39499,6.304212963,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.2
476.YBUS,39501,3.779571759,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
477.YBUS,39502,3.608946759,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
478.YBUS,39503,5.355578704,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.2
479.YBUS,39504,5.245023148,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.2
48.MJ,5824,12.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
48.YBUS,36503,7.646377315,Middle Sacramento River,2016,SacR,Vemco,Chips,11
480.YBUS,39508,3.123217593,Tidal Delta,2016,Yolo,Vemco,Chips,12.8
481.YBUS,39521,4.940960648,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
482.YBUS,39522,10.12881944,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
483.YBUS,39524,3.760914352,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
484.YBUS,39525,6.536631944,Tidal Delta,2016,Yolo,Vemco,Chips,12.7
485.YBUS,39526,4.577453704,Middle Sacramento River,2016,Yolo,Vemco,Chips,11.4
486.YBUS,39531,3.48943287,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
487.YBUS,39532,13.6196875,Middle Sacramento River,2016,Yolo,Vemco,Chips,11.4
488.YBUS,39536,3.302384259,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
489.YBUS,39537,5.929224537,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
49.MJ,5826,17.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
49.YBUS,36504,9.15125,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,11
490.YBUS,39538,3.321388889,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
491.YBUS,39539,3.33212963,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
492.YBUS,39541,3.825243056,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
493.YBUS,39544,4.899456019,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
494.YBUS,39545,17.30414352,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
495.YBUS,39546,4.407141204,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
496.YBUS,39547,8.875613426,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
497.YBUS,39548,2.623726852,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
498.YBUS,39549,3.368622685,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
499.YBUS,39550,2.282465278,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
5.MJ,2059,10.79810185,Tidal Delta,2012,Yolo,Vemco,Chips,13.8
5.YBUS,36347,5.570648148,Middle Sacramento River,2016,SacR,Vemco,Chips,11
50.MJ,5828,6.395833333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
50.YBUS,36505,6.634398148,Middle Sacramento River,2016,SacR,Vemco,Chips,11
500.YBUS,39551,7.45025463,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.5
501.YBUS,39552,1.825763889,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
502.YBUS,39553,3.729699074,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
503.YBUS,39554,3.105625,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
504.YBUS,39555,4.163148148,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
505.YBUS,39557,2.702303241,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
506.YBUS,39558,3.744872685,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
507.YBUS,39559,3.000127315,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
508.YBUS,39560,6.189641204,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
509.YBUS,39561,3.756342593,Tidal Delta,2016,Yolo,Vemco,Chips,12.5
51.MJ,5848,20.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
51.YBUS,36506,18.05020833,Middle Sacramento River,2016,SacR,Vemco,Chips,11
510.YBUS,39563,11.93873843,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.6
511.YBUS,39565,5.162974537,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.6
512.YBUS,39569,2.097743056,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
513.YBUS,39570,2.135162037,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
514.YBUS,39571,3.233113426,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
515.YBUS,39574,3.927650463,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
516.YBUS,39577,3.491712963,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
517.YBUS,39578,3.949409722,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
518.YBUS,39579,3.886331019,Middle Sacramento River,2016,SacR,Vemco,Chips,11.6
519.YBUS,39580,3.716967593,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
52.MJ,5850,15.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
52.YBUS,36515,7.137893519,Middle Sacramento River,2016,SacR,Vemco,Chips,13
520.YBUS,39582,4.837824074,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
521.YBUS,39583,10.40627315,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
522.YBUS,39584,4.274421296,Tidal Delta,2016,Yolo,Vemco,Chips,11.6
523.YBUS,39586,3.813877315,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
524.YBUS,39588,1.849375,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
525.YBUS,39589,1.798032407,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
526.YBUS,39590,2.340185185,Middle Sacramento River,2016,SacR,Vemco,Chips,11.5
527.YBUS,39591,6.369143519,Middle Sacramento River,2016,CenDel,Vemco,Chips,11.5
528.YBUS,39592,3.867905093,Middle Sacramento River,2016,SacR,Vemco,Chips,12.6
529.YBUS,39594,7.434791667,Middle Sacramento River,2016,CenDel,Vemco,Chips,12.6
53.MJ,5853,15.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
53.YBUS,36522,3.917361111,Middle Sacramento River,2016,SacR,Vemco,Chips,11.2
530.YBUS,39595,4.454155093,Middle Sacramento River,2016,SacR,Vemco,Chips,12.6
531.YBUS,39597,13.98262731,Middle Sacramento River,2016,SacR,Vemco,Chips,12.6
532.YBUS,39598,7.911030093,Middle Sacramento River,2016,CenDel,Vemco,Chips,12.6
533.YBUS,39599,5.322708333,Middle Sacramento River,2016,CenDel,Vemco,Chips,13
534.YBUS,39602,6.396793981,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
535.YBUS,39603,14.57759259,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
536.YBUS,39605,7.463969907,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
537.YBUS,39606,4.781712963,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
538.YBUS,39607,3.438159722,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
539.YBUS,39610,3.404444444,Middle Sacramento River,2016,SacR,Vemco,Chips,12.6
54.MJ,5854,18.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
54.YBUS,36526,7.218240741,Middle Sacramento River,2016,SacR,Vemco,Chips,13
540.YBUS,39612,3.414502315,Middle Sacramento River,2016,SacR,Vemco,Chips,12.6
541.YBUS,39613,3.969837963,Middle Sacramento River,2016,SacR,Vemco,Chips,12.6
542.YBUS,39616,4.923217593,Middle Sacramento River,2016,SacR,Vemco,Chips,12.6
543.YBUS,39617,5.384444444,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
544.YBUS,39618,3.821412037,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
545.YBUS,39619,3.871041667,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
546.YBUS,39621,4.350960648,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
547.YBUS,39622,3.310497685,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
548.YBUS,39623,6.470081019,Tidal Delta,2016,Yolo,Vemco,Chips,12.2
549.YBUS,39624,4.447974537,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
55.MJ,5857,7.395833333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
55.YBUS,36532,16.37167824,Middle Sacramento River,2016,SacR,Vemco,Chips,13
550.YBUS,39625,2.815648148,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
551.YBUS,39627,2.40318287,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
552.YBUS,39628,2.59037037,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
553.YBUS,39629,1.892337963,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
554.YBUS,39630,1.885439815,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
555.YBUS,39631,5.970833333,Middle Sacramento River,2016,CenDel,Vemco,Chips,12.5
556.YBUS,39632,2.40400463,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
557.YBUS,39633,1.948043981,Middle Sacramento River,2016,SacR,Vemco,Chips,12.5
558.YBUS,39636,3.5684375,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
559.YBUS,39637,8.180902778,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
56.MJ,5860,25.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
56.YBUS,36534,9.258043981,Middle Sacramento River,2016,SacR,Vemco,Chips,13
560.YBUS,39638,14.14641204,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
561.YBUS,39642,8.633576389,Tidal Delta,2016,Yolo,Vemco,Chips,14.4
562.YBUS,39643,2.591655093,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
563.YBUS,39644,5.573599537,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
564.YBUS,39645,5.498356481,Middle Sacramento River,2016,CenDel,Vemco,Chips,13.2
565.YBUS,39646,2.595023148,Middle Sacramento River,2016,SacRSlough,Vemco,Chips,13.2
566.YBUS,39648,2.041643519,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
567.YBUS,39649,5.169247685,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
568.YBUS,39650,2.421805556,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
569.YBUS,39652,3.089305556,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
57.MJ,5862,6.395833333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
57.YBUS,36535,3.327233796,Middle Sacramento River,2016,Yolo,Vemco,Chips,11.6
570.YBUS,39661,4.719293981,Middle Sacramento River,2016,CenDel,Vemco,Chips,13
571.YBUS,39662,2.721655093,Middle Sacramento River,2016,SacR,Vemco,Chips,13
572.YBUS,39663,3.322152778,Middle Sacramento River,2016,SacR,Vemco,Chips,13
573.YBUS,39664,3.713298611,Middle Sacramento River,2016,CenDel,Vemco,Chips,13
574.YBUS,39665,5.50869213,Middle Sacramento River,2016,CenDel,Vemco,Chips,13
575.YBUS,39666,2.253981481,Middle Sacramento River,2016,SacR,Vemco,Chips,13
576.YBUS,39668,2.254259259,Middle Sacramento River,2016,SacR,Vemco,Chips,13
577.YBUS,39669,4.177708333,Middle Sacramento River,2016,CenDel,Vemco,Chips,13
578.YBUS,39671,3.720601852,Middle Sacramento River,2016,SacR,Vemco,Chips,13
579.YBUS,39672,2.7203125,Middle Sacramento River,2016,SacR,Vemco,Chips,13
58.MJ,5863,19.39583333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
58.YBUS,36537,5.857858796,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
580.YBUS,39673,2.231284722,Middle Sacramento River,2016,SacR,Vemco,Chips,13
581.YBUS,39675,6.603715278,Middle Sacramento River,2016,CenDel,Vemco,Chips,13.2
582.YBUS,39676,2.452164352,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
583.YBUS,39677,2.077013889,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
584.YBUS,39680,2.461747685,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
585.YBUS,39681,2.755439815,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
586.YBUS,39683,9.740671296,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
587.YBUS,39685,4.84900463,Middle Sacramento River,2016,CenDel,Vemco,Chips,13
588.YBUS,39686,3.787291667,Middle Sacramento River,2016,SacR,Vemco,Chips,13
589.YBUS,39689,9.383784722,Middle Sacramento River,2016,SacR,Vemco,Chips,13
59.MJ,5865,5.395833333,Middle Sacramento River,2013,SacR,Vemco,Chips,14.8
59.YBUS,36585,7.894189815,Middle Sacramento River,2016,SacR,Vemco,Chips,11.4
590.YBUS,39692,2.699027778,Middle Sacramento River,2016,SacR,Vemco,Chips,13
591.YBUS,39693,2.767592593,Middle Sacramento River,2016,SacR,Vemco,Chips,13
592.YBUS,39694,2.462893519,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
593.YBUS,39695,3.136446759,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
594.YBUS,39696,3.59943287,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
595.YBUS,39697,4.11712963,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
596.YBUS,39699,4.086956019,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
597.YBUS,39701,6.735694444,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
598.YBUS,39702,3.172488426,Tidal Delta,2016,Yolo,Vemco,Chips,13.2
599.YBUS,39704,2.095891204,Middle Sacramento River,2016,SacR,Vemco,Chips,13.2
